Year,Publication Date,Headline,Snippet,Section Name,Type of Material
1956,27-Jun-56,"4% CUP ORDERED IN IMPORTS OF OIL; Director of O.D.M. Suggests 'Voluntary' Curbs in East Coast Inward Volume Venezuela, Canada Unaffected 4% CUT ORDERED IN IMPORTS OF OIL","WASHINGTON, June 27-- Crude oil imports to East Coast ports must be cut by 4 per cent in the coming quarter, importing companies were told today by Arthur S. Flemming, director of the Office of Defense Mobilization.",,Article
1956,29-Jun-56,Venezuela Reports Surplus,"Min Guzman repts $120-million surplus, fiscal '56",,Article
1956,29-Jun-56,"AIR VICTIM'S WIFE SUES; Negligence Laid to Venezuela Line in $3,000,000 Action",widow of crash victim M L Noel sues co for $3 million; salvage operations set,,Article
1956,2-Jul-56,Venezuela to Give Salk Shots,"50,000 Venezuelan children under 5 to get Salk shots, July; program to cover 500,000 children",,Article
1956,2-Jul-56,Venezuela Gets New Warships,,,Article
1956,3-Jul-56,Venezuela to Act Today on Bids For New Oil Rights in Maracaibo; Other Decisions Delayed VENEZUELA READY TO ACT ON OFFERS,"CARACAS, July 2--Venezuelan Government spokesmen said today they would probably have an announcement tomorrow regarding oil concessions. Meanwhile. it was learned  that eight important blocks in the Maracaibo Lake area had been authorized.",,Article
1956,4-Jul-56,National City Chooses Top Aide in Venezuela,,,Article
1956,5-Jul-56,"NEWS IS DELAYED ON VENEZUELA OIL; One Bidder Believed to Have Won 4 of 8 Concessions at $25,000,000 Each NEWS IS DELAYED ON VENEZUELA OIL","CARACAS, July--The Venezuelan Government was believed ready to make an announcement concerning oil concessions two weeks ago, but today it is still not known when a definitive announcement will be made.",,Article
1956,13-Jul-56,PLANE SIGHTS FLIERS; Two Missing Since Monday Are on Island Near Venezuela,,,Article
1956,14-Jul-56,Tanco Arrives in Venezuela,,,Article
1956,16-Jul-56,"VENEZUELA SEEKS ALUMINUM PLANT; With Water Power and Ores Aplenty, She Promotes a Great Industrial Center Iron Mountain Steel Center Rising","CARACAS, July 3--Henry J. Kaiser interests are studying the Guayana region of Venezuela with a view to establishing an aluminum plant there. Mr. Kaiser is chairman and president of the Kaiser Aluminum and Chemical Corporation.",,Article
1956,27-Jul-56,VENEZUELA GRANTS OIL DRILLING RIGHTS,"CARACAS, Venezuela, July 26 --The Official Gazette last night published a small list of applications for permission to drill for petroleum. Concessions were granted to Mene Grande Oil...  ",,Article
1956,27-Jul-56,AMERICAS FUND URGED; Venezuela Offers Program for Economic Development,,,Article
1956,3-Aug-56,Indiana Standard to Form Subsidiary To Bid for Oil Concession in Venezuela,"CARACAS, Venezuela, Aug. 2 Standard Oil Company (Indiana), once a large producer in Venezuela, will form a new subsidiary company here and request concessions. This step was announced by Jack Hamilton, the company's land division manager, who is in...",,Article
1956,6-Aug-56,2 NEW OIL CONCESSIONS; Shell and Independent Group Listed for Venezuela Rights,,,Article
1956,9-Aug-56,"GERMANS ASK OIL RIGHTS; Form a $300,000 Concern to Operate in Venezuela","Get group forms $300,000 co to seek concessions in Barinas and Monagas states; other Eur interests noted",,Article
1956,9-Aug-56,PERON IN VENEZUELA; He Avoids Indicating Plans About Stay in Country,Peron in Caracas; silent on length of stay; met by Gen Tanco and Venezuelan officer,,Article
1956,17-Aug-56,Socony Mobil Venezuela Elevates High Officer,,,Article
1956,17-Aug-56,Venezuela Set to Add to Oil,set to raise output by 20% if Suez crisis cuts off Middle East supplies,,Article
1956,20-Aug-56,Venezuela Grants 8 Oil Concessions,"CARACAS, Venezuela, Aug. 19--Authorization of eight oil concessions in Lake Maracaibo has been confirmed in The Official Gazette.",,Article
1956,20-Aug-56,Arabia Studies Venezuela,"CARACAS, Venezuela, Aug. 19--Venezuelan practices on oil concessions will be imitated by Saudi Arabia, Abdullah Tariki, head of her petroleum division, announced here today.",,Article
1956,10-Sep-56,Chain to Open in Venezuela,"Vam CA to open 1st store in natl chain, Caracas; will stock mdse from US; McGreevey, Werring & Howell to be Amer buying repr",,Article
1956,11-Sep-56,"Venezuela Offers $33,000,000 For a Latin Development Fund; Urges Twenty Other Members of Americas Grouping to Join the Program","WASHINGTON, Sept. 10-- Venezuela formally pledged up to $33,000,000 today for a new fund to advance economic development in Latin America.",,Article
1956,12-Sep-56,"Drilling Is Expected to Produce Surge in the Economy; Eager Oilmen Give Venezuela $350,000,000 VENEZUELA GETS BIG LIFT FROM OIL Lake Already Producing Mene Grande on Rise","CARACAS, Venezuela, Sept. 11--A survey just completed here indicates that nine companies, six of them new in Venezuela, will pay $350,000,000 for the first oil concessions authorized here since 1945.",,Article
1956,13-Sep-56,Venezuela Oil Talk Stalled,new collective pact talks stalled on workers vacation demands,,Article
1956,20-Sep-56,OIL CONCERN WIDENS VENEZUELA INTEREST,The International Petroleum Company plans to extend its participation in oil concessions being granted in western Venezuela.,,Article
1956,27-Sep-56,Sinclair Unit Reports Discovery Of a New Oil Field in Venezuela; Company Says It 'Could Add Substantially' to Future Output and Reserves SINCLAIR OIL UNIT FINDS NEW FIELD,"The discovery of a new oil field in eastern Venezuela was announced yesterday by a Sinclair Oil Corporation subsidiary, the Venezuelan Petroleum Combany.",,Article
1956,1-Oct-56,Talon Petroleum Is Sold To Venezuela Syndicate,Sold to Venezuelan syndicate,,Article
1956,2-Oct-56,VENEZUELA SETS RECORD; But Oil Men Doubt She Can Hit 3 Million Barrels a Day,,,Article
1956,2-Oct-56,Pineau Arrives in Venezuela,Min Pineau in Venezuela for conf of reprs in Latin Amer,,Article
1956,9-Oct-56,TRIPS TO VENEZUELA SET; Norgulf Lines Freighter to Sail From Houston Oct. 29,,,Article
1956,20-Oct-56,OIL WORKERS WIN 10% IN VENEZUELA; New Contract to Cost About 40 Million--Other Benefits Included in Package Ministry Gets Praise,"CARACAS, Venezuela, Oct. 19 --A new three-year contract granting labor improvements that will cost about $40,000,000 a year was signed today by oil companies in Venezuela and their 45,000 workers.",,Article
1956,28-Oct-56,"VENEZUELA KEEPS POLITICAL CURBS; Though Vote Is Set for '57, Regime Denies Freedom of Assembly, Bars Parties","CARACAS, Venezuela, Oct. 26 --Despite a recent announcement that general elections would be held here next year, nothing has been done by the Government to relax its strict controls over political life.",,Article
1956,30-Oct-56,A REACTOR FOR CARACAS; G.E. to Build First Nuclear Unit in Venezuela,GE to design and mfr 1st atomic reactor; installations will be used for research,,Article
1956,1-Nov-56,VENEZUELA PLANS ELECTIONS IN YEAR; President Expected to Seek Another Term to Protect Economic Policies,"CARACAS, Venezuela, Oct. 26 --General elections are to be held in Venezuela in about a year.",,Article
1956,3-Nov-56,BIG VENEZUELA PROJECT; 380 Million in Public Works to Get Under Way Dec. 2,projects costing $380 million set; Pres Perez Jimenez comments,,Article
1956,4-Nov-56,SCIENCE NOTES; Reactors for West Germany and for Venezuela ATOMIC POWER--,"In Deutsche Korrespondenz FranzJosef Strauss, German Defense Minister, describes Germany's atomic program. The last item on the program is the construction at Karlsruhe, West Germany, of a reactor. Everything will be German. The ...",,Article
1956,4-Nov-56,SHIPPING EVENTS: VENEZUELA CANAL; Lake Maracaibo Channel to Be Ready in December-- Insurance for Seamen,A new channel--almost eight miles long and thirty-six feet deep--connecting Lake Maracaibo with the Gulf of Venezuela will be ready for navigation in December.,,Article
1956,12-Nov-56,LATIN FOUNDATION SET UP BY CREOLE; Program in Venezuela Called First of Its Kind Abroad by a U.S. Company Called First of Its Kind Money Well Spent,"CARACAS, Venezuela, Oct. 24 --A United States oil company in Venezuela has set out to show that in the mid-twentieth century the responsibilities of American businesses abroad cover more than paying taxes and abiding by the laws of the country in...",,Article
1956,15-Nov-56,COFFEE RUNNING FOUGHT; Venezuela and Colombia Act to End Smuggling to U.S.,Venezuela and Colombia spur efforts to end smuggling of Colombia coffee through Venezuela into US,,Article
1956,22-Nov-56,"NOT MOVING, SAYS PERON; Visa Renewed by Venezuela, Ousted Dictator Reports",Denies plan to leave Venezuela; repts visa renewed,,Article
1956,23-Nov-56,"AUSTRIA FLOODED WITH REFUGEES; PLEADS FOR HELP; Facilities Nearly Exhausted by 60,000 Hungarians-- 6,000 Arrive in a Day Railway Trains Needed Some Quotas Are Increased AUSTRIANS PLEAD FOR REFUGEE AID 17,000 Visas Held Available Destinations of Refugees 1,800 Enter West Germany Swedes to Admit 2,000 More Venezuela to Take 1,500 6,000 for Argentina, Brazil","VIENNA, Nov. 22--Austria found herself today with an unmanageable and virtually uncountable number of refugees from Hungary.",,Front Page
1956,27-Nov-56,Venezuela to Open Road,,,Article
1956,28-Nov-56,"Venezuela Airliner Hits Peak, Kills 25; 10 From U.S. Lost; 25 DIE AT CARACAS IN A PLANE CRASH Rockefeller Shunned Plane Peete Was Going to Valencia Bridgeport Visitor on Plane","CARACAS, Venezuela, Nov. 27 --A New York-to-Caracas airliner crashed into a mountain near here in a severe rainstorm today and exploded.",,Front Page
1956,2-Dec-56,VENEZUELA FIGHTS PEST AND IGNORANCE,"MARACAY, Venezuela, Nov. 26--The (Science Service) Venezuela's battle against insect pests has also become a fight against the farmers' lack of education.",,Article
1956,2-Dec-56,"Venezuela Marking $510,000,000 Works Completed in Year","CARACAS, Venezuela, Dec. 1 --The Venezuelan Government, celebrating its fourth anniversary, is dedicating $510,000,000 of public works starting tomorrow. This establishes a record.",,Article
1956,3-Dec-56,NEW MANGANESE SOURCE; Venezuela to Begin First Big Shipments This Month,"Upata Mines sets 1st large-scale exports from Venezuela; 12,000-ton shipment to go to Ger; $60-million ferromanganese plant planned",,Article
1956,3-Dec-56,LATIN PROJECTS OPENED; Venezuela Marks Fourth Anniversary of Regime,"Pres begins 10-day dedication program by opening 5 new projects, Caracas",,Article
1956,9-Dec-56,"SOLVING OIL CRISIS MOSTLY UP TO U.S.; Venezuela, Canada Can Do Little More--Key Factor is Pipeline Capacity","An increase of 650,000 barrels a day in United States oil output is planned to alleviate the shortage resulting from the Middle East crisis, which has halted a large percentage of the petroleum flow from that area to world markets.  ",,Article
1956,9-Dec-56,JIMMY ANGEL DIES; WAS JUNGLE PILOT; South American Explorer Discovered World's Highest Waterfall in Venezuela,"BALBOA, C.Z., Dec. 8--Jimmy Angel, a flier who specialized in traversing otherwise impenetrable South American jungles and discovered Angel Fall-- the world's highest waterfall-- died today in Gorgas Hospital.",,Article
1956,25-Dec-56,VENEZUELA FINDS BIG ORE DEPOSITS; Geologists Assert Reserves of Minerals May Approach Nation's Oil in Importance Iron Output Soars VENEZUELA FINDS BIG ORE DEPOSITS,"CARACAS, Venezuela, Dec. 22 --Recent explorations in this country have uncovered startling new riches in iron, bauxite, thorium, uranium and other minerals.",,Article
1956,30-Dec-56,Venezuela to Rebuild Palace,"CARACAS, Venezuela, Dec. 29 --President Marcos Perez Jimenez announced today that construction would begin next year on new grounds and buildings for the Presidential Palace.",,Article
1957,3-Jan-57,"SURPLUS IN VENEZUELA; Treasury Sees $670,000,000 Net for First Half of 1957",,,Article
1957,4-Jan-57,Venezuela Exploits Growing Bonanza; VENEZUELA BOOM IS STILL GROWING Oil Output Rise Planned,"CARACAS--Venezuela's boom was expanded in 1956 by the granting of the first new oil concessions in eleven years. Along with this was the continuing construction spree, huge public works and domestic new production records in oil and iron ore and...",,Article
1957,4-Jan-57,REVIVAL OF FARMING SLOW IN VENEZUELA,,,Article
1957,6-Jan-57,VENEZUELA TO BUILD NEW MARACAIBOPORT,,,Article
1957,21-Jan-57,"VENEZUELA HELD KEY TO OIL FUTURE; New Concessions Needed, Developers Say--Others See Grants Adequate Geographic Factors 400,000 Hectares Granted",The granting of new petroleum concessions in Venezuela threatens to become an increasingly important issue both locally and internationally.  ,,Article
1957,12-Feb-57,"PANAMA IN FRONT, 2 TO  Defeats Venezuela for First Caribbean Series Victory",,,Article
1957,21-Feb-57,"1,000-Foot Belt to Transport Iron Ore in Venezuela","B F Goodrich Co builds 1,000-ft conveyor belt to carry ore from Orinoco co's Cerro Bolivar mine; belt, longest single unit made by co, can carry up to 100 tons a min; illus",,Article
1957,9-Mar-57,OIL PAYMENTS RAISED; Creole Petroleum Says It Paid Venezuela $344 Million in '56,,,Article
1957,10-Mar-57,Johnson's Wax in Venezuela,Acquires new subsidiary in Venezuela,,Article
1957,14-Mar-57,MORE OIL GRANTS DUE IN VENEZUELA; Second Lot of Concessions Expected to Yield at Least 300 Million to Nation Maracaibo Bids Highest,"new concessions in Lake Maracaibo, Gulf of Paria and Monagas and Barinas states to be issued; will yield Govt at least $300 million; some cos involved listed",,Article
1957,16-Mar-57,VENEZUELA GRANTS 2 OIL CONCESSIONS,"CARACAS, Venezuela, March 15 (AP)--The Kingmill Oil Company apparently has been granted concessions for explorineg for oil on 75,000 acres here.",,Article
1957,23-Mar-57,NEW OIL CONCESSIONS; Jersey Standard Subsidiary Bids for Venezuela Rights,Creole Petroleum bids for 78 concessions; concessions to Star Oil Co canceled because of failure to pay,,Article
1957,14-Apr-57,Venezuela to Show Resources,,,Article
1957,15-Apr-57,Foods One Would Meet in Venezuela; Vegetable Soup and Pot Roast Have Latin Interpretations Slice of Corn on the Cob Is Problem Solved Diplomatically,"VENEZUELA, the Latin Texas, was known as a land of rice  and beans before oil boosted its prestige.  ",,Article
1957,21-Apr-57,"GIANT OIL TANKER OFF ON FIRST TRIP; 46,000-Ton World Beauty of Niarchos Fleet Leaves Boston for Venezuela.","Less than a year from the date construction began, the 46,000-deadweight-ton tanker World Beauty sailed from Boston yesterday to load her first cargo of petroleum.",,Article
1957,2-May-57,Venezuela Gives to Fund,"Venezuela gives $300,000 Bur Special Eradication Fund",,Article
1957,8-May-57,"Venezuela Accepts 100 Million For Big Offshore Oil Concession; Ohio, Texaco, Continental, Cities Service, Richfield Share in Venture","A group of five United States oil companies has received an offshore concession in the Gulf of Paria, Venezuela, covering about 150,000 acres.",,Article
